Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts,Police Precinct
45314697,01/05/2020 01:22:27 PM,01/05/2020 03:14:46 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Residential Building/House,10032,86 FT WASHINGTON AVENUE,FT WASHINGTON AVENUE,WEST  162 STREET,WEST  163 STREET,WEST  162 STREET,WEST  163 STREET,,NEW YORK,FT WASHINGTON AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,01/05/2020 03:14:48 PM,12 MANHATTAN,1021370091,MANHATTAN,999785,244642,PHONE,Unspecified,MANHATTAN,,,,,,,,40.83814738981759,-73.94385742560719,"(40.83814738981759, -73.94385742560719)",13090,47,4,23,21,21
45316025,01/05/2020 12:41:02 PM,01/05/2020 02:59:17 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,,10003,170 2 AVENUE,2 AVENUE,EAST   10 STREET,EAST   11 STREET,EAST   10 STREET,EAST   11 STREET,,NEW YORK,2 AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,01/05/2020 02:59:21 PM,03 MANHATTAN,1004520006,MANHATTAN,987996,205314,PHONE,Unspecified,MANHATTAN,,,,,,,,40.73021538852995,-73.98648410497573,"(40.73021538852995, -73.98648410497573)",11724,70,4,50,5,5
45318687,01/05/2020 11:46:48 AM,01/05/2020 03:34:34 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,,10452,1435 OGDEN AVENUE,OGDEN AVENUE,BEND,UNIVERSITY AVENUE,BEND,UNIVERSITY AVENUE,,BRONX,OGDEN AVENUE,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,01/05/2020 03:34:41 PM,04 BRONX,2025360026,BRONX,1005346,246562,PHONE,Unspecified,BRONX,,,,,,,,40.84340569469311,-73.92375426858693,"(40.84340569469311, -73.92375426858693)",10930,50,5,42,27,27
45316830,01/05/2020 09:41:29 AM,01/05/2020 11:34:56 AM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,10003,170 2 AVENUE,2 AVENUE,EAST   10 STREET,EAST   11 STREET,EAST   10 STREET,EAST   11 STREET,,NEW YORK,2 AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,01/05/2020 11:34:58 AM,03 MANHATTAN,1004520006,MANHATTAN,987996,205314,PHONE,Unspecified,MANHATTAN,,,,,,,,40.73021538852995,-73.98648410497573,"(40.73021538852995, -73.98648410497573)",11724,70,4,50,5,5
45315242,01/05/2020 09:22:36 AM,01/05/2020 12:19:09 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Residential Building/House,10023,2109 BROADWAY,BROADWAY,BROADWAY,WEST END AVENUE,BROADWAY,WEST END AVENUE,,NEW YORK,BROADWAY,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/05/2020 12:19:14 PM,07 MANHATTAN,1011657503,MANHATTAN,989214,223601,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.780407948543875,-73.98207595377602,"(40.780407948543875, -73.98207595377602)",12420,20,4,19,12,12
45317314,01/05/2020 02:04:02 AM,01/05/2020 06:26:41 AM,NYPD,New York City Police Department,Homeless Encampment,N/A,Residential Building/House,10033,82 WADSWORTH AVENUE,WADSWORTH AVENUE,WEST  176 STREET,WEST  177 STREET,WEST  176 STREET,WEST  177 STREET,,NEW YORK,WADSWORTH AVENUE,,Closed,,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,01/05/2020 06:26:43 AM,12 MANHATTAN,1021450049,MANHATTAN,1001691,247913,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.84712176751515,-73.93696074907858,"(40.84712176751515, -73.93696074907858)",13091,47,4,39,21,21
45308253,01/05/2020 12:44:18 AM,01/05/2020 04:57:38 AM,NYPD,New York City Police Department,Homeless Encampment,N/A,Store/Commercial,10004,5 BROADWAY,BROADWAY,BATTERY PLACE,MORRIS STREET,BATTERY PLACE,MORRIS STREET,,NEW YORK,BROADWAY,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/05/2020 04:57:44 AM,01 MANHATTAN,1000130005,MANHATTAN,980373,196134,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.705018435844046,-74.01398326710343,"(40.705018435844046, -74.01398326710343)",11725,56,4,32,1,1
45310446,01/05/2020 12:40:36 AM,01/05/2020 04:55:33 AM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,10005,41 PINE STREET,PINE STREET,NASSAU STREET,WILLIAM STREET,NASSAU STREET,WILLIAM STREET,,NEW YORK,PINE STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/05/2020 04:55:39 AM,01 MANHATTAN,1000430001,MANHATTAN,981689,196883,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.70707474295151,-74.00923710385544,"(40.70707474295151, -74.00923710385544)",11726,56,4,32,1,1
45309740,01/05/2020 12:37:30 AM,01/05/2020 04:55:01 AM,NYPD,New York City Police Department,Homeless Encampment,N/A,Store/Commercial,10004,55 BROAD STREET,BROAD STREET,EXCHANGE PLACE,BEAVER STREET,EXCHANGE PLACE,BEAVER STREET,,NEW YORK,BROAD STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/05/2020 04:55:04 AM,01 MANHATTAN,1000250001,MANHATTAN,981060,196196,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.70518888558303,-74.01150547744486,"(40.70518888558303, -74.01150547744486)",11726,56,4,32,1,1
45309757,01/05/2020 12:35:30 AM,01/05/2020 04:54:27 AM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,10007,BROADWAY,BROADWAY,BROADWAY,FULTON STREET,BROADWAY,FULTON STREET,,,,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/05/2020 04:54:34 AM,01 MANHATTAN,,MANHATTAN,981738,198272,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.710887232967906,-74.00906088716644,"(40.710887232967906, -74.00906088716644)",11728,56,4,32,1,1
45311167,01/05/2020 12:31:34 AM,01/05/2020 04:53:59 AM,NYPD,New York City Police Department,Homeless Encampment,N/A,Store/Commercial,10038,50 FULTON STREET,FULTON STREET,PEARL STREET,CLIFF STREET,PEARL STREET,CLIFF STREET,,NEW YORK,FULTON STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/05/2020 04:54:05 AM,01 MANHATTAN,1000757501,MANHATTAN,982948,197306,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.70823605278434,-74.0046961806822,"(40.70823605278434, -74.0046961806822)",13096,56,4,32,1,1
45312783,01/05/2020 12:29:01 AM,01/05/2020 04:53:27 AM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,10038,100 FULTON STREET,FULTON STREET,WILLIAM STREET,DUTCH STREET,WILLIAM STREET,DUTCH STREET,,NEW YORK,FULTON STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/05/2020 04:53:34 AM,01 MANHATTAN,1000780001,MANHATTAN,982439,197802,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.70959736576604,-74.00653222496682,"(40.70959736576604, -74.00653222496682)",13096,56,4,32,1,1
45309484,01/05/2020 12:26:13 AM,01/05/2020 04:50:48 AM,NYPD,New York City Police Department,Homeless Encampment,N/A,Store/Commercial,10038,57 GOLD STREET,GOLD STREET,FULTON STREET,ANN STREET,FULTON STREET,ANN STREET,,NEW YORK,GOLD STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/05/2020 04:50:54 AM,01 MANHATTAN,1000930001,MANHATTAN,982782,197695,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.709303739686376,-74.0052950104958,"(40.709303739686376, -74.0052950104958)",13096,56,4,32,1,1
45312831,01/05/2020 12:23:43 AM,01/05/2020 04:51:26 AM,NYPD,New York City Police Department,Homeless Encampment,N/A,Store/Commercial,10038,95 FULTON STREET,FULTON STREET,GOLD STREET,WILLIAM STREET,GOLD STREET,WILLIAM STREET,,NEW YORK,FULTON STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/05/2020 04:51:34 AM,01 MANHATTAN,1000930001,MANHATTAN,982542,197741,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.709429955709595,-74.00616069145313,"(40.709429955709595, -74.00616069145313)",13096,56,4,32,1,1
45309471,01/04/2020 11:56:52 PM,01/05/2020 04:51:57 AM,NYPD,New York City Police Department,Homeless Encampment,N/A,Store/Commercial,10005,2 WALL STREET,WALL STREET,BROADWAY,NEW STREET,BROADWAY,NEW STREET,,NEW YORK,WALL STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/05/2020 04:52:00 AM,01 MANHATTAN,1000460001,MANHATTAN,981025,197120,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.707725034843904,-74.01163215563263,"(40.707725034843904, -74.01163215563263)",11726,56,4,32,1,1
45312029,01/04/2020 11:54:29 PM,01/05/2020 04:53:00 AM,NYPD,New York City Police Department,Homeless Encampment,N/A,Store/Commercial,10038,11 JOHN STREET,JOHN STREET,BROADWAY,NASSAU STREET,BROADWAY,NASSAU STREET,,NEW YORK,JOHN STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/05/2020 04:53:07 AM,01 MANHATTAN,1000790015,MANHATTAN,981726,197959,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.710028118863534,-74.00910405432064,"(40.710028118863534, -74.00910405432064)",13096,56,4,32,1,1
45311965,01/04/2020 11:11:28 PM,01/05/2020 02:30:59 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,10016,249 MADISON AVENUE,MADISON AVENUE,EAST   38 STREET,EAST   39 STREET,EAST   38 STREET,EAST   39 STREET,,NEW YORK,MADISON AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,01/05/2020 02:31:00 PM,06 MANHATTAN,1008680025,MANHATTAN,989501,212658,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.75037207728969,-73.98104820089567,"(40.75037207728969, -73.98104820089567)",12078,71,4,51,9,9
45310855,01/04/2020 10:43:58 PM,01/04/2020 10:52:48 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,10003,170 2 AVENUE,2 AVENUE,EAST   10 STREET,EAST   11 STREET,EAST   10 STREET,EAST   11 STREET,,NEW YORK,2 AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/04/2020 10:52:51 PM,03 MANHATTAN,1004520006,MANHATTAN,987996,205314,PHONE,Unspecified,MANHATTAN,,,,,,,,40.73021538852995,-73.98648410497573,"(40.73021538852995, -73.98648410497573)",11724,70,4,50,5,5
45309440,01/04/2020 09:21:08 PM,01/04/2020 09:34:09 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,,10169,230 PARK AVENUE,PARK AVENUE,EAST   45 STREET,EAST   46 STREET,EAST   45 STREET,EAST   46 STREET,,NEW YORK,PARK AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/04/2020 09:34:16 PM,05 MANHATTAN,1013000001,MANHATTAN,990913,214165,PHONE,Unspecified,MANHATTAN,,,,,,,,40.75450745921105,-73.97595054706579,"(40.75450745921105, -73.97595054706579)",10356,11,4,51,10,10
45312286,01/04/2020 04:42:44 PM,01/04/2020 07:18:07 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Residential Building/House,11377,31 AVENUE,31 AVENUE,31 AVENUE,68 STREET,31 AVENUE,68 STREET,,,,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/04/2020 07:18:10 PM,03 QUEENS,,QUEENS,1012172,215397,PHONE,Unspecified,QUEENS,,,,,,,,40.757847406635214,-73.89921317190972,"(40.757847406635214, -73.89921317190972)",14787,65,3,5,73,73
45308994,01/04/2020 04:33:13 PM,01/04/2020 10:18:59 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Residential Building/House,10003,2 AVENUE,2 AVENUE,2 AVENUE,EAST   10 STREET,2 AVENUE,EAST   10 STREET,,,,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/04/2020 10:19:02 PM,03 MANHATTAN,,MANHATTAN,987906,205154,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.72977626532991,-73.98680891976119,"(40.72977626532991, -73.98680891976119)",11724,70,4,50,5,5
45311665,01/04/2020 03:35:25 PM,01/04/2020 04:20:54 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,10019,210 WEST   55 STREET,WEST   55 STREET,7 AVENUE,BROADWAY,7 AVENUE,BROADWAY,,NEW YORK,WEST   55 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/04/2020 04:20:57 PM,05 MANHATTAN,1010260041,MANHATTAN,989333,217802,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.76449114200317,-73.98165065394043,"(40.76449114200317, -73.98165065394043)",12081,11,4,51,10,10
45311604,01/04/2020 03:32:18 PM,01/04/2020 10:20:04 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,10003,170 2 AVENUE,2 AVENUE,EAST   10 STREET,EAST   11 STREET,EAST   10 STREET,EAST   11 STREET,,NEW YORK,2 AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/04/2020 10:20:08 PM,03 MANHATTAN,1004520006,MANHATTAN,987996,205314,PHONE,Unspecified,MANHATTAN,,,,,,,,40.73021538852995,-73.98648410497573,"(40.73021538852995, -73.98648410497573)",11724,70,4,50,5,5
45312065,01/04/2020 03:19:52 PM,01/04/2020 04:32:21 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,,11237,KNICKERBOCKER AVENUE,KNICKERBOCKER AVENUE,KNICKERBOCKER AVENUE,WILLOUGHBY AVENUE,KNICKERBOCKER AVENUE,WILLOUGHBY AVENUE,,,,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,01/04/2020 04:32:23 PM,04 BROOKLYN,,BROOKLYN,1005146,195185,PHONE,Unspecified,BROOKLYN,,,,,,,,40.70238983105083,-73.92463686793702,"(40.70238983105083, -73.92463686793702)",13828,42,2,30,53,53
45311545,01/04/2020 02:06:42 PM,01/04/2020 02:51:56 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,10003,91 EAST    4 STREET,EAST    4 STREET,2 AVENUE,1 AVENUE,2 AVENUE,1 AVENUE,,NEW YORK,EAST    4 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/04/2020 02:52:00 PM,03 MANHATTAN,1004460001,MANHATTAN,987220,203827,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.72613423087583,-73.98928463699183,"(40.72613423087583, -73.98928463699183)",11724,70,4,50,5,5
45308630,01/04/2020 12:43:05 PM,01/04/2020 12:47:29 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,10019,301 WEST   51 STREET,WEST   51 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,,NEW YORK,WEST   51 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/04/2020 12:47:37 PM,04 MANHATTAN,1010427501,MANHATTAN,988160,217268,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.76302604629823,-73.98588542894402,"(40.76302604629823, -73.98588542894402)",12081,12,4,10,10,10
45312721,01/04/2020 12:32:43 PM,01/04/2020 02:24:55 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,,10036,317 WEST   48 STREET,WEST   48 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,,NEW YORK,WEST   48 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,01/04/2020 02:24:58 PM,04 MANHATTAN,1010390123,MANHATTAN,987640,216661,PHONE,Unspecified,MANHATTAN,,,,,,,,40.761360202108676,-73.98776286467623,"(40.761360202108676, -73.98776286467623)",12081,12,4,10,10,10
45308537,01/04/2020 12:30:55 PM,01/04/2020 02:51:42 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,10003,170 2 AVENUE,2 AVENUE,EAST   10 STREET,EAST   11 STREET,EAST   10 STREET,EAST   11 STREET,,NEW YORK,2 AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,01/04/2020 02:51:45 PM,03 MANHATTAN,1004520006,MANHATTAN,987996,205314,PHONE,Unspecified,MANHATTAN,,,,,,,,40.73021538852995,-73.98648410497573,"(40.73021538852995, -73.98648410497573)",11724,70,4,50,5,5
45310797,01/04/2020 12:05:21 PM,01/04/2020 08:22:38 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,11220,411 63 STREET,63 STREET,4 AVENUE,5 AVENUE,4 AVENUE,5 AVENUE,,BROOKLYN,63 STREET,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,01/04/2020 08:22:46 PM,07 BROOKLYN,3058000001,BROOKLYN,978802,172011,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.63880538457757,-74.019629932382,"(40.63880538457757, -74.019629932382)",18180,9,2,7,45,45
45307567,01/04/2020 11:49:53 AM,01/04/2020 01:25:58 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,,10003,303 EAST    6 STREET,EAST    6 STREET,2 AVENUE,1 AVENUE,2 AVENUE,1 AVENUE,,NEW YORK,EAST    6 STREET,,Closed,,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,01/04/2020 01:26:01 PM,03 MANHATTAN,1004480053,MANHATTAN,987537,204231,PHONE,Unspecified,MANHATTAN,,,,,,,,40.72724300043179,-73.98814074604506,"(40.72724300043179, -73.98814074604506)",11724,70,4,50,5,5
45313049,01/04/2020 09:54:19 AM,01/04/2020 11:30:06 AM,NYPD,New York City Police Department,Homeless Encampment,N/A,Store/Commercial,10003,110 4 AVENUE,4 AVENUE,EAST   11 STREET,EAST   12 STREET,EAST   11 STREET,EAST   12 STREET,,NEW YORK,4 AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,01/04/2020 11:30:11 AM,02 MANHATTAN,1005577501,MANHATTAN,986996,206159,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.73253507335702,-73.9900918473843,"(40.73253507335702, -73.9900918473843)",11724,57,4,50,5,5
45313127,01/04/2020 09:13:18 AM,01/04/2020 01:16:07 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,11205,181 CARLTON AVENUE,CARLTON AVENUE,MYRTLE AVENUE,WILLOUGHBY AVENUE,MYRTLE AVENUE,WILLOUGHBY AVENUE,,BROOKLYN,CARLTON AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/04/2020 01:16:12 PM,02 BROOKLYN,3020730010,BROOKLYN,991830,191506,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.69231325844861,-73.97266624487101,"(40.69231325844861, -73.97266624487101)",17212,68,2,48,55,55
45307401,01/04/2020 09:11:24 AM,01/04/2020 09:28:56 AM,NYPD,New York City Police Department,Homeless Encampment,N/A,,10019,BROADWAY,BROADWAY,BROADWAY,WEST   54 STREET,BROADWAY,WEST   54 STREET,,,,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/04/2020 09:29:00 AM,05 MANHATTAN,,MANHATTAN,989106,217635,PHONE,Unspecified,MANHATTAN,,,,,,,,40.76403289770184,-73.98247023188081,"(40.76403289770184, -73.98247023188081)",12081,11,4,10,10,10
45313016,01/04/2020 08:31:47 AM,01/04/2020 09:20:07 AM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,10003,170 2 AVENUE,2 AVENUE,EAST   10 STREET,EAST   11 STREET,EAST   10 STREET,EAST   11 STREET,,NEW YORK,2 AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,01/04/2020 09:20:11 AM,03 MANHATTAN,1004520006,MANHATTAN,987996,205314,PHONE,Unspecified,MANHATTAN,,,,,,,,40.73021538852995,-73.98648410497573,"(40.73021538852995, -73.98648410497573)",11724,70,4,50,5,5
45307893,01/04/2020 06:46:51 AM,01/04/2020 09:21:12 AM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,10003,145 2 AVENUE,2 AVENUE,EAST    9 STREET,EAST   10 STREET,EAST    9 STREET,EAST   10 STREET,,NEW YORK,2 AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,01/04/2020 09:21:15 AM,03 MANHATTAN,1004650055,MANHATTAN,987800,204973,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.72927950775503,-73.98719146997989,"(40.72927950775503, -73.98719146997989)",11724,70,4,50,5,5
45307804,01/04/2020 02:40:32 AM,01/04/2020 04:09:24 AM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,10169,230 PARK AVENUE,PARK AVENUE,EAST   45 STREET,EAST   46 STREET,EAST   45 STREET,EAST   46 STREET,,NEW YORK,PARK AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/04/2020 04:09:26 AM,05 MANHATTAN,1013000001,MANHATTAN,990913,214165,PHONE,Unspecified,MANHATTAN,,,,,,,,40.75450745921105,-73.97595054706579,"(40.75450745921105, -73.97595054706579)",10356,11,4,51,10,10
45302927,01/04/2020 12:30:15 AM,01/04/2020 08:27:30 AM,NYPD,New York City Police Department,Homeless Encampment,N/A,Store/Commercial,10004,55 BROAD STREET,BROAD STREET,EXCHANGE PLACE,BEAVER STREET,EXCHANGE PLACE,BEAVER STREET,,NEW YORK,BROAD STREET,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,01/04/2020 08:27:32 AM,01 MANHATTAN,1000250001,MANHATTAN,981060,196196,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.70518888558303,-74.01150547744486,"(40.70518888558303, -74.01150547744486)",11726,56,4,32,1,1
45304014,01/04/2020 12:27:44 AM,01/04/2020 08:26:34 AM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,10007,BROADWAY,BROADWAY,BROADWAY,FULTON STREET,BROADWAY,FULTON STREET,,,,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,01/04/2020 08:26:39 AM,01 MANHATTAN,,MANHATTAN,981738,198272,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.710887232967906,-74.00906088716644,"(40.710887232967906, -74.00906088716644)",11728,56,4,32,1,1
45302822,01/04/2020 12:25:19 AM,01/04/2020 08:23:41 AM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,10038,100 FULTON STREET,FULTON STREET,WILLIAM STREET,DUTCH STREET,WILLIAM STREET,DUTCH STREET,,NEW YORK,FULTON STREET,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,01/04/2020 08:23:43 AM,01 MANHATTAN,1000780001,MANHATTAN,982439,197802,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.70959736576604,-74.00653222496682,"(40.70959736576604, -74.00653222496682)",13096,56,4,32,1,1
45306855,01/04/2020 12:22:24 AM,01/04/2020 08:21:21 AM,NYPD,New York City Police Department,Homeless Encampment,N/A,Store/Commercial,10038,50 FULTON STREET,FULTON STREET,PEARL STREET,CLIFF STREET,PEARL STREET,CLIFF STREET,,NEW YORK,FULTON STREET,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,01/04/2020 08:21:23 AM,01 MANHATTAN,1000757501,MANHATTAN,982948,197306,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.70823605278434,-74.0046961806822,"(40.70823605278434, -74.0046961806822)",13096,56,4,32,1,1
45306752,01/04/2020 12:20:25 AM,01/04/2020 08:18:29 AM,NYPD,New York City Police Department,Homeless Encampment,N/A,Store/Commercial,10038,57 GOLD STREET,GOLD STREET,FULTON STREET,ANN STREET,FULTON STREET,ANN STREET,,NEW YORK,GOLD STREET,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,01/04/2020 08:18:33 AM,01 MANHATTAN,1000930001,MANHATTAN,982782,197695,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.709303739686376,-74.0052950104958,"(40.709303739686376, -74.0052950104958)",13096,56,4,32,1,1
45299638,01/04/2020 12:18:21 AM,01/04/2020 08:17:01 AM,NYPD,New York City Police Department,Homeless Encampment,N/A,Store/Commercial,10038,95 FULTON STREET,FULTON STREET,GOLD STREET,WILLIAM STREET,GOLD STREET,WILLIAM STREET,,NEW YORK,FULTON STREET,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,01/04/2020 08:17:03 AM,01 MANHATTAN,1000930001,MANHATTAN,982542,197741,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.709429955709595,-74.00616069145313,"(40.709429955709595, -74.00616069145313)",13096,56,4,32,1,1
45302632,01/04/2020 12:17:29 AM,01/04/2020 07:22:14 AM,NYPD,New York City Police Department,Homeless Encampment,N/A,Highway,,,,,,,,,,,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/04/2020 07:22:18 AM,0 Unspecified,,Unspecified,,,ONLINE,Unspecified,Unspecified,,,,Belt Pkwy,East/Queens Bound,Ramp,Ocean Pkwy (Exit 7),,,,,,,,,
45301738,01/04/2020 12:16:26 AM,01/04/2020 08:15:10 AM,NYPD,New York City Police Department,Homeless Encampment,N/A,Store/Commercial,10038,11 JOHN STREET,JOHN STREET,BROADWAY,NASSAU STREET,BROADWAY,NASSAU STREET,,NEW YORK,JOHN STREET,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,01/04/2020 08:15:13 AM,01 MANHATTAN,1000790015,MANHATTAN,981726,197959,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.710028118863534,-74.00910405432064,"(40.710028118863534, -74.00910405432064)",13096,56,4,32,1,1
45304013,01/03/2020 09:39:11 PM,01/04/2020 03:47:08 AM,NYPD,New York City Police Department,Homeless Encampment,N/A,Store/Commercial,10024,2288 BROADWAY,BROADWAY,WEST   82 STREET,WEST   83 STREET,WEST   82 STREET,WEST   83 STREET,,NEW YORK,BROADWAY,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/04/2020 03:47:15 AM,07 MANHATTAN,1012300043,MANHATTAN,990263,225675,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.78609987554323,-73.97828636098595,"(40.78609987554323, -73.97828636098595)",12421,20,4,19,12,12
45303724,01/03/2020 07:33:41 PM,01/03/2020 09:56:00 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,,11377,35 AVENUE,35 AVENUE,35 AVENUE,69 STREET,35 AVENUE,69 STREET,,,,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/03/2020 09:56:05 PM,03 QUEENS,,QUEENS,1012916,212736,PHONE,Unspecified,QUEENS,,,,,,,,40.750541261701144,-73.89653898782534,"(40.750541261701144, -73.89653898782534)",14787,65,3,5,73,73
